numpurch,age,totdol,female,adB,res,validation
53.0,24,270.02,0,0,0,1
51.0,34,676.71,1,1,0,0
10.0,29,212.89,0,1,0,1
13.0,28,354.87,1,1,0,0
11.0,34,171.88,0,1,0,1
67.0,28,469.72,1,1,0,0
3.0,30,138.87,0,0,0,1
112.0,32,120.48,1,1,0,0
2.0,24,168.23,1,0,0,1
48.0,28,198.3,0,0,0,0
50.0,25,508.61,0,0,0,1
44.0,35,346.0,0,1,0,0
93.0,33,390.61,0,0,0,1
99.0,37,113.25,0,1,1,0
53.0,32,224.18,0,1,0,1
53.0,31,422.07,0,0,0,0
11.0,32,172.94,0,0,0,1
76.0,29,254.82,0,1,0,0
51.0,23,210.25,0,0,0,1
55.0,36,229.22,0,1,1,0
93.0,32,232.95,1,0,1,1
50.0,29,101.21,0,0,0,0
8.0,36,167.21,1,0,0,1
85.0,25,273.68,1,0,0,0
3.0,31,102.43,1,0,0,1
90.0,29,180.64,1,1,0,0
51.0,30,130.12,0,0,0,1
89.0,23,106.8,0,1,0,0
90.0,30,249.7,1,0,0,1
45.0,30,112.75,0,1,0,0
13.0,35,544.83,0,1,0,1
75.0,25,305.37,0,0,0,0
47.0,34,151.76,0,1,0,1
83.0,26,232.85,1,0,0,0
8.0,37,126.51,0,0,0,1
48.0,25,244.82,0,1,0,0
48.0,26,195.9,1,0,0,1
70.0,36,123.43,0,1,0,0
48.0,20,206.42,0,1,0,1
46.0,29,367.02,1,0,0,0
97.0,26,158.62,0,0,0,1
105.0,25,256.36,1,0,0,0
95.0,30,324.79,0,1,1,1
98.0,35,149.35,0,0,0,0
97.0,33,357.71,1,0,0,1
79.0,27,101.69,0,1,0,0
66.0,27,516.17,0,1,0,1
54.0,24,468.77,0,1,0,0
41.0,32,206.69,1,1,0,1
10.0,33,260.06,1,1,0,0
38.0,26,167.07,0,1,0,1
7.0,25,464.89,0,0,0,0
7.0,31,289.85,1,1,0,1
51.0,28,363.32,0,0,0,0
81.0,35,424.46,1,1,0,1
100.0,36,116.42,0,0,0,0
55.0,28,485.18,0,1,0,1
10.0,31,101.26,1,1,0,0
100.0,29,237.0,1,1,0,1
8.0,29,225.86,0,0,0,0
49.0,41,160.89,0,0,0,1
11.0,32,239.03,1,0,0,0
88.0,40,137.75,0,0,0,1
54.0,26,182.71,1,1,0,0
50.0,36,337.8,1,1,0,1
55.0,28,117.16,0,0,0,0
17.0,23,131.77,0,1,0,1
58.0,31,322.06,0,1,0,0
45.0,32,232.21,1,0,0,1
10.0,32,228.71,1,0,0,0
39.0,30,550.52,0,0,0,1
95.0,21,369.76,0,1,0,0
95.0,29,261.02,0,1,0,1
46.0,27,177.4,0,1,0,0
50.0,24,104.6,0,1,0,1
103.0,35,462.47,1,0,0,0
92.0,26,340.93,1,0,0,1
50.0,24,114.89,0,1,0,0
107.0,28,275.5,1,0,1,1
53.0,31,206.69,1,1,0,0
66.0,35,348.67,0,0,0,1
42.0,28,248.22,0,0,0,0
50.0,25,270.81,0,0,0,1
90.0,30,175.9,0,0,0,0
10.0,28,178.36,0,0,0,1
6.0,28,223.17,1,1,0,0
101.0,29,453.02,1,1,0,1
9.0,36,434.34,0,0,0,0
6.0,26,204.69,0,1,0,1
50.0,33,105.38,1,0,0,0
52.0,35,104.02,0,1,0,1
12.0,32,386.28,0,1,0,0
85.0,33,360.7,1,0,0,1
55.0,29,222.93,0,0,0,0
12.0,31,188.05,0,1,0,1
63.0,25,511.53,1,0,0,0
5.0,33,176.37,0,0,0,1
82.0,25,133.93,0,1,0,0
39.0,28,391.68,1,0,0,1
9.0,29,240.57,0,1,0,0
15.0,29,137.08,0,0,0,1
52.0,27,164.85,0,1,0,0
16.0,29,511.64,1,1,0,1
8.0,26,173.45,1,1,0,0
10.0,39,307.6,0,0,0,1
84.0,34,166.78,0,1,0,0
13.0,31,127.39,0,1,0,1
94.0,24,344.85,0,1,0,0
41.0,29,186.44,1,1,0,1
89.0,27,193.02,0,0,0,0
94.0,25,171.69,1,0,0,1
45.0,28,139.61,1,0,0,0
10.0,24,185.55,0,1,0,1
40.0,32,466.15,0,0,0,0
84.0,31,492.83,0,0,0,1
10.0,23,215.17,1,1,0,0
8.0,19,226.47,1,0,0,1
43.0,27,201.13,1,1,0,0
9.0,36,133.37,1,1,0,1
81.0,34,351.27,0,0,0,0
101.0,26,236.46,1,1,0,1
89.0,32,172.5,0,0,0,0
46.0,27,512.23,0,1,0,1
12.0,33,222.32,1,0,0,0
42.0,28,185.18,1,1,0,1
83.0,31,278.47,1,0,0,0
5.0,33,261.16,1,1,0,1
15.0,25,252.15,1,0,0,0
106.0,33,222.92,1,0,1,1
13.0,37,339.98,1,0,0,0
50.0,33,184.16,1,0,0,1
15.0,31,240.32,0,1,0,0
9.0,29,115.87,0,1,0,1
12.0,32,126.61,0,0,0,0
97.0,32,166.43,0,0,0,1
57.0,30,106.17,1,0,0,0
5.0,30,259.28,1,0,0,1
12.0,35,413.53,1,0,0,0
51.0,42,218.43,1,1,0,1
86.0,26,121.15,1,0,1,0
76.0,34,140.81,0,1,0,1
12.0,25,111.41,0,0,0,0
38.0,27,225.56,0,1,0,1
49.0,26,407.36,0,0,0,0
7.0,33,429.73,0,0,0,1
7.0,36,182.21,1,1,0,0
50.0,22,280.19,0,0,0,1
53.0,26,222.48,0,0,0,0
53.0,31,435.38,0,0,0,1
92.0,23,208.9,1,0,0,0
63.0,33,227.5,1,0,0,1
6.0,25,186.28,1,1,0,0
86.0,22,102.74,0,1,0,1
43.0,34,480.81,1,1,0,0
93.0,29,249.71,0,0,0,1
5.0,26,397.69,0,0,0,0
68.0,35,290.78,0,1,0,1
9.0,33,390.55,0,1,0,0
62.0,36,121.77,0,1,0,1
7.0,41,337.32,1,0,0,0
11.0,26,229.84,1,0,0,1
9.0,42,178.5,0,1,0,0
38.0,23,340.77,0,0,0,1
49.0,28,137.29,0,0,0,0
89.0,36,452.47,0,0,0,1
47.0,31,207.33,1,1,0,0
52.0,34,193.06,0,0,0,1
56.0,38,285.41,1,1,0,0
57.0,26,130.97,1,0,0,1
8.0,36,240.52,1,0,0,0
92.0,33,418.97,0,1,0,1
9.0,28,153.01,1,0,0,0
43.0,26,457.42,0,0,0,1
36.0,28,192.29,1,1,0,0
87.0,30,248.79,0,0,0,1
55.0,29,151.81,1,1,0,0
8.0,25,301.02,0,1,0,1
38.0,36,366.5,1,1,0,0
94.0,34,109.45,1,0,0,1
62.0,32,198.53,0,0,0,0
53.0,31,143.18,0,1,1,1
7.0,30,145.89,0,1,0,0
77.0,25,309.05,1,0,0,1
44.0,34,331.67,0,1,0,0
99.0,24,298.65,1,1,0,1
10.0,28,125.45,0,0,0,0
87.0,21,339.8,1,1,0,1
13.0,35,208.76,1,0,0,0
97.0,27,209.16,0,0,0,1
55.0,25,249.68,1,1,0,0
43.0,32,145.74,0,0,0,1
17.0,31,183.07,0,1,0,0
86.0,22,172.28,1,0,0,1
58.0,29,349.57,0,0,0,0
42.0,28,176.37,0,1,0,1
21.0,29,402.91,0,0,0,0
102.0,33,457.25,1,0,1,1
9.0,34,165.89,1,1,0,0
5.0,36,376.0,1,0,0,1
11.0,30,507.73,1,1,0,0
12.0,29,230.79,0,0,0,1
68.0,26,290.87,1,1,0,0
54.0,34,276.04,1,0,0,1
86.0,26,273.18,0,0,0,0
7.0,31,346.16,0,0,0,1
111.0,28,220.95,0,0,0,0
6.0,31,233.61,1,0,0,1
6.0,29,303.4,1,1,0,0
11.0,27,273.76,1,1,0,1
45.0,30,158.32,0,1,0,0
15.0,26,119.48,1,0,0,1
11.0,32,351.35,0,1,0,0
102.0,25,378.39,0,0,0,1
95.0,36,281.28,0,1,0,0
91.0,33,187.93,1,1,0,1
104.0,25,347.03,0,1,1,0
14.0,26,252.57,0,1,0,1
41.0,28,326.85,0,1,0,0
50.0,31,104.06,1,0,0,1
89.0,31,328.24,0,0,0,0
100.0,24,202.94,0,1,1,1
8.0,29,658.9,1,0,0,0
8.0,37,391.06,0,0,0,1
7.0,25,186.32,0,0,0,0
91.0,30,468.6,1,0,0,1
92.0,33,222.48,1,0,1,0
10.0,29,323.89,0,1,0,1
14.0,29,160.21,1,0,0,0
85.0,30,386.2,1,0,0,1
12.0,33,387.79,0,1,0,0
53.0,38,166.35,0,0,0,1
46.0,25,177.2,1,1,0,0
52.0,28,505.01,0,1,0,1
6.0,29,115.66,1,1,0,0
11.0,32,136.01,0,0,0,1
101.0,34,247.09,0,0,0,0
10.0,24,109.95,1,1,0,1
16.0,26,221.82,0,0,0,0
96.0,33,155.93,1,1,0,1
15.0,26,264.15,1,0,0,0
71.0,38,124.65,0,1,0,1
94.0,33,156.97,0,1,1,0
57.0,26,189.86,0,1,0,1
8.0,28,259.73,0,0,0,0
85.0,34,123.02,0,0,0,1
91.0,31,281.46,0,1,0,0
8.0,30,305.97,0,1,0,1
40.0,27,223.65,0,0,0,0
6.0,28,468.43,0,0,0,1
84.0,31,226.83,0,1,0,0
52.0,34,293.56,1,1,0,1
7.0,30,105.27,1,0,0,0
73.0,29,390.74,1,0,0,1
106.0,31,160.06,1,0,1,0
18.0,24,162.48,0,0,0,1
106.0,28,155.31,0,1,0,0
11.0,34,177.81,0,0,0,1
104.0,27,158.51,1,0,0,0
88.0,27,109.28,1,1,0,1
6.0,35,119.64,1,0,0,0
43.0,34,173.77,1,0,0,1
105.0,31,161.19,0,1,0,0
84.0,30,185.45,1,1,0,1
74.0,26,167.61,1,1,0,0
88.0,35,128.97,0,1,0,1
37.0,38,259.38,1,1,0,0
40.0,28,519.34,1,1,0,1
8.0,28,387.1,0,0,0,0
37.0,25,261.8,0,1,0,1
88.0,32,102.48,1,1,0,0
95.0,36,227.78,0,0,1,1
13.0,25,319.83,0,0,0,0
48.0,28,301.58,1,0,0,1
14.0,35,244.1,0,0,0,0
13.0,37,117.16,0,0,0,1
106.0,35,250.86,0,0,0,0
42.0,33,291.03,0,0,0,1
9.0,31,237.92,1,0,0,0
12.0,29,193.36,0,1,0,1
43.0,29,234.4,1,1,0,0
11.0,23,271.92,1,1,0,1
84.0,24,142.84,0,1,0,0
6.0,29,250.75,0,1,0,1
39.0,33,250.62,0,1,0,0
99.0,19,195.22,0,0,0,1
51.0,29,487.79,1,1,0,0
100.0,33,212.11,1,0,0,1
88.0,31,382.66,0,1,0,0
48.0,28,126.86,0,1,0,1
11.0,28,188.41,1,1,0,0
44.0,33,170.19,0,0,0,1
84.0,33,149.78,0,1,0,0
13.0,32,238.08,0,1,0,1
13.0,27,238.08,0,1,0,0
6.0,31,128.6,1,0,0,1
4.0,28,157.88,0,1,0,0
40.0,33,102.54,0,1,0,1
12.0,25,110.04,0,1,0,0
85.0,26,184.35,1,1,0,1
10.0,19,528.77,0,0,0,0
8.0,26,254.81,0,0,0,1
95.0,21,325.57,1,0,0,0
9.0,27,472.92,0,0,0,1
98.0,34,192.12,0,0,0,0
95.0,25,316.04,0,1,0,1
64.0,28,361.28,0,0,0,0
85.0,29,132.19,0,0,0,1
94.0,32,165.3,0,0,0,0
9.0,25,311.84,1,0,0,1
61.0,29,310.26,0,1,0,0
6.0,30,109.36,0,1,0,1
57.0,26,100.31,0,0,0,0
76.0,30,186.55,1,1,0,1
11.0,31,473.01,0,0,0,0
7.0,28,467.54,1,0,0,1
11.0,33,360.07,1,1,0,0
6.0,27,161.72,1,1,0,1
8.0,31,443.88,1,1,0,0
89.0,35,160.95,1,0,0,1
73.0,33,199.38,1,1,0,0
48.0,41,135.02,0,0,0,1
48.0,30,245.38,0,1,0,0
9.0,26,536.59,1,0,0,1
80.0,43,155.94,0,1,0,0
48.0,31,104.31,0,1,0,1
83.0,28,238.29,1,1,0,0
51.0,32,125.39,0,0,0,1
82.0,27,316.49,0,1,0,0
12.0,22,273.5,1,0,0,1
10.0,25,424.78,0,0,0,0
42.0,22,112.87,0,1,0,1
94.0,28,136.34,0,1,0,0
51.0,33,364.96,0,0,0,1
9.0,27,124.2,0,0,0,0
8.0,30,318.82,0,0,0,1
42.0,24,466.24,1,0,0,0
58.0,26,440.14,0,0,0,1
86.0,31,489.11,1,1,0,0
10.0,27,173.8,1,0,0,1
52.0,36,157.78,0,1,0,0
100.0,26,137.08,1,1,0,1
13.0,29,251.65,1,0,0,0
53.0,33,297.98,0,0,0,1
9.0,28,220.07,0,1,0,0
82.0,31,103.56,0,0,0,1
88.0,32,286.73,1,1,0,0
13.0,31,414.41,0,0,0,1
42.0,30,199.99,0,0,0,0
91.0,31,534.74,0,0,0,1
39.0,23,179.85,0,1,0,0
103.0,32,122.76,1,0,0,1
84.0,30,365.08,1,0,1,0
75.0,31,179.92,1,0,0,1
68.0,26,244.61,1,1,0,0
12.0,33,324.27,1,0,0,1
52.0,27,174.33,1,0,0,0
51.0,33,256.34,0,1,0,1
11.0,29,215.0,1,0,0,0
91.0,26,168.19,1,1,0,1
51.0,33,317.73,0,0,0,0
10.0,28,205.62,0,1,0,1
42.0,31,225.18,1,0,0,0
81.0,33,306.25,0,0,1,1
44.0,21,231.38,0,1,1,0
82.0,37,121.68,1,0,0,1
87.0,25,281.95,0,1,1,0
18.0,31,246.2,1,0,0,1
10.0,26,138.0,1,0,0,0
10.0,31,173.7,1,1,0,1
40.0,32,195.93,1,1,0,0
13.0,33,274.09,1,1,0,1
11.0,26,615.44,1,0,0,0
86.0,27,208.47,1,1,0,1
44.0,22,229.91,1,0,0,0
106.0,32,469.48,0,0,0,1
51.0,28,108.26,1,1,0,0
47.0,33,195.73,0,0,0,1
56.0,28,435.46,0,0,0,0
116.0,33,104.86,1,0,1,1
49.0,27,376.38,1,1,0,0
76.0,28,369.74,0,0,0,1
9.0,34,270.41,1,1,0,0
8.0,36,133.7,1,0,0,1
57.0,28,229.51,1,0,0,0
47.0,31,158.11,0,0,0,1
95.0,36,211.22,0,0,1,0
97.0,39,172.1,1,0,0,1
43.0,36,128.83,0,1,0,0
87.0,32,294.58,0,1,0,1
13.0,31,198.39,0,0,0,0
76.0,31,355.06,1,1,0,1
51.0,34,106.91,1,0,0,0
56.0,28,327.85,0,0,0,1
53.0,32,344.87,1,1,0,0
8.0,33,122.85,0,0,0,1
9.0,29,175.83,0,1,0,0
8.0,31,164.33,0,0,0,1
12.0,24,572.78,1,0,0,0
12.0,30,111.78,0,1,0,1
7.0,30,113.24,0,1,0,0
53.0,31,278.14,1,1,0,1
8.0,26,203.08,0,0,0,0
12.0,33,132.99,0,1,0,1
44.0,34,117.42,0,1,0,0
82.0,32,264.08,1,1,0,1
61.0,43,304.66,1,0,0,0
79.0,31,114.77,0,0,0,1
46.0,29,195.21,0,1,0,0
57.0,28,276.01,1,0,0,1
49.0,27,227.03,0,0,0,0
3.0,31,253.84,0,0,0,1
101.0,34,153.04,1,1,0,0
12.0,27,264.26,1,1,0,1
77.0,31,406.96,1,1,0,0
83.0,38,445.96,1,0,0,1
49.0,36,382.52,0,1,0,0
53.0,29,162.15,0,1,0,1
35.0,29,276.51,0,1,0,0
53.0,37,396.67,1,0,0,1
44.0,28,234.17,0,0,0,0
83.0,32,238.84,0,1,1,1
45.0,30,615.25,1,1,0,0
88.0,20,250.92,0,0,0,1
95.0,24,240.18,0,0,0,0
79.0,28,162.01,1,1,0,1
82.0,21,161.52,0,0,0,0
44.0,31,401.61,1,1,0,1
96.0,35,436.93,0,0,0,0
93.0,27,324.43,0,1,0,1
7.0,28,448.68,1,1,0,0
46.0,26,120.52,0,1,0,1
14.0,32,661.68,1,0,0,0
41.0,33,519.02,1,0,0,1
6.0,33,164.18,0,1,0,0
48.0,27,606.26,0,1,0,1
13.0,41,357.71,1,1,0,0
12.0,34,507.18,0,1,0,1
47.0,28,304.96,1,1,0,0
92.0,36,449.16,0,0,1,1
8.0,28,451.67,1,1,0,0
56.0,32,233.29,0,0,0,1
49.0,26,235.41,1,0,0,0
47.0,27,206.41,1,1,0,1
56.0,27,155.89,0,1,0,0
89.0,28,314.14,0,1,0,1
12.0,25,368.99,0,0,0,0
88.0,42,361.67,1,1,0,1
6.0,28,304.38,0,0,0,0
11.0,27,117.83,1,0,0,1
8.0,28,295.51,0,0,0,0
89.0,28,354.23,0,1,0,1
4.0,38,364.09,0,0,0,0
94.0,30,353.06,0,1,0,1
9.0,28,115.19,1,1,0,0
116.0,27,202.03,1,0,1,1
60.0,28,337.13,0,1,0,0
8.0,32,249.33,1,1,0,1
62.0,25,280.41,0,1,0,0
57.0,28,207.34,0,1,0,1
41.0,36,140.89,0,1,0,0
89.0,25,320.81,1,0,0,1
49.0,34,236.42,1,0,0,0
61.0,31,527.38,0,1,0,1
50.0,26,164.4,0,0,0,0
12.0,24,109.65,1,0,0,1
73.0,26,118.08,1,1,0,0
91.0,25,163.41,0,0,0,1
99.0,32,157.79,0,0,1,0
97.0,30,280.78,1,0,0,1
56.0,16,248.67,1,1,0,0
58.0,30,192.86,0,0,0,1
9.0,33,415.12,1,1,0,0
83.0,34,261.96,0,1,1,1
95.0,28,324.7,0,1,1,0
92.0,22,209.87,0,1,0,1
83.0,30,603.15,1,0,0,0
58.0,39,143.8,1,0,0,1
47.0,24,382.51,0,1,0,0
13.0,32,226.57,1,1,0,1
13.0,32,117.33,0,0,0,0
45.0,33,245.57,0,0,0,1
45.0,38,190.56,0,0,0,0
75.0,36,136.16,0,0,0,1
12.0,38,291.38,1,1,0,0
105.0,25,250.06,0,1,0,1
9.0,40,160.99,0,1,0,0
53.0,31,329.22,0,0,0,1
81.0,25,214.66,0,0,0,0
58.0,23,269.48,0,0,0,1
34.0,32,186.46,0,0,0,0
45.0,36,488.48,0,0,0,1
44.0,34,162.58,1,0,0,0
6.0,33,138.82,1,1,0,1
11.0,38,176.48,1,0,0,0
13.0,23,136.1,0,0,0,1
100.0,30,117.35,0,1,0,0
7.0,34,325.06,1,1,0,1
52.0,30,130.12,1,1,0,0
16.0,32,198.08,1,0,0,1
49.0,29,420.33,1,1,0,0
63.0,28,344.13,0,1,0,1
89.0,25,242.06,0,0,0,0
89.0,23,149.83,1,0,0,1
10.0,28,461.76,1,0,0,0
5.0,33,398.13,1,0,0,1
97.0,29,406.9,0,1,1,0
17.0,32,325.53,1,0,0,1
78.0,26,327.51,0,0,0,0
50.0,34,358.11,0,0,0,1
102.0,27,513.96,1,1,0,0
52.0,36,148.2,1,0,0,1
84.0,30,442.37,0,0,0,0
57.0,38,292.13,0,0,0,1
8.0,35,191.87,1,0,0,0
87.0,41,169.69,0,0,0,1
46.0,34,238.96,0,1,0,0
63.0,29,306.45,1,0,1,1
95.0,31,155.06,1,0,0,0
84.0,22,342.92,1,0,0,1
86.0,36,366.79,0,0,0,0
87.0,34,434.8,1,0,0,1
8.0,33,151.75,1,1,0,0
13.0,35,102.68,0,1,0,1
44.0,35,543.49,0,0,0,0
12.0,34,238.13,1,1,0,1
88.0,32,152.38,1,1,0,0
6.0,27,401.7,0,0,0,1
93.0,24,131.4,0,0,0,0
35.0,32,313.32,1,1,0,1
84.0,31,177.51,1,0,0,0
43.0,38,306.53,0,0,0,1
10.0,27,140.08,0,0,0,0
11.0,23,426.38,1,0,0,1
84.0,31,533.78,1,0,0,0
52.0,28,333.04,0,1,0,1
12.0,22,211.5,0,1,0,0
106.0,31,249.71,1,0,1,1
6.0,34,286.9,1,0,0,0
88.0,28,148.57,1,1,0,1
43.0,32,152.08,0,0,0,0
15.0,33,120.16,1,1,0,1
10.0,38,334.62,0,0,0,0
86.0,29,323.33,0,1,1,1
48.0,28,244.47,1,0,0,0
10.0,25,469.36,0,1,0,1
10.0,27,167.41,1,1,0,0
49.0,31,464.94,0,1,0,1
10.0,36,142.09,0,0,0,0
61.0,30,104.21,0,1,0,1
49.0,43,232.19,1,1,0,0
86.0,34,385.32,0,0,0,1
55.0,30,329.96,0,0,0,0
7.0,33,394.37,0,0,0,1
46.0,33,595.41,1,0,0,0
78.0,34,192.06,1,1,0,1
96.0,24,395.18,1,0,0,0
58.0,31,247.34,0,1,0,1
13.0,47,223.07,1,0,0,0
9.0,26,237.87,0,0,0,1
12.0,33,215.31,0,0,0,0
78.0,25,229.46,1,0,0,1
57.0,32,347.55,0,1,0,0
59.0,35,432.74,0,0,0,1
45.0,29,184.88,0,0,0,0
10.0,31,149.99,0,0,0,1
9.0,21,423.09,0,0,0,0
95.0,32,216.96,0,1,1,1
79.0,28,160.73,1,1,0,0
15.0,29,445.96,1,0,0,1
88.0,31,166.11,0,1,0,0
9.0,30,253.9,0,0,0,1
12.0,28,291.26,0,1,0,0
90.0,28,235.38,0,0,1,1
7.0,33,350.09,1,0,0,0
81.0,30,108.62,0,0,1,1
54.0,36,399.75,0,1,0,0
77.0,24,508.43,0,1,1,1
5.0,32,316.54,1,1,0,0
12.0,29,348.61,1,1,0,1
43.0,27,265.7,1,1,0,0
91.0,28,363.99,0,1,0,1
14.0,26,151.91,1,0,0,0
61.0,35,343.94,1,1,0,1
8.0,32,241.41,1,1,0,0
11.0,28,245.39,1,0,0,1
8.0,30,383.08,0,0,0,0
9.0,32,305.42,1,0,0,1
79.0,27,249.45,1,0,1,0
12.0,31,321.36,0,0,0,1
56.0,32,277.8,0,0,0,0
82.0,24,258.36,1,0,0,1
81.0,24,189.75,1,1,0,0
46.0,29,319.92,1,1,0,1
81.0,42,157.44,1,1,0,0
96.0,28,212.77,0,1,0,1
64.0,31,484.82,0,1,0,0
7.0,23,233.59,1,0,0,1
87.0,32,644.44,0,1,0,0
8.0,32,251.97,0,1,0,1
38.0,30,196.69,0,0,0,0
13.0,27,171.77,1,1,0,1
12.0,31,408.54,0,0,0,0
98.0,29,190.67,1,1,0,1
100.0,33,412.14,1,1,0,0
94.0,28,172.32,1,1,0,1
44.0,30,321.84,1,1,0,0
11.0,26,162.76,0,0,0,1
56.0,22,173.73,0,0,0,0
55.0,28,235.56,1,0,0,1
11.0,32,104.22,1,1,0,0
93.0,27,265.35,1,1,0,1
48.0,37,169.11,0,0,0,0
55.0,23,362.05,0,0,0,1
90.0,28,167.15,1,1,1,0
51.0,32,166.2,1,1,0,1
47.0,33,109.12,1,0,0,0
96.0,31,138.04,1,1,0,1
10.0,25,251.62,0,0,0,0
100.0,31,149.72,1,0,0,1
55.0,23,178.91,1,1,0,0
103.0,34,316.67,1,1,0,1
51.0,32,365.94,1,0,0,0
90.0,26,345.87,1,1,0,1
54.0,27,157.32,0,0,0,0
46.0,24,141.92,0,0,0,1
94.0,27,371.49,1,0,0,0
83.0,22,146.21,0,0,0,1
103.0,38,125.59,0,0,0,0
105.0,27,390.89,1,0,1,1
85.0,34,198.68,0,0,0,0
82.0,28,140.0,1,1,0,1
10.0,37,133.94,0,1,0,0
60.0,26,144.88,1,0,0,1
52.0,33,165.73,0,1,0,0
85.0,29,347.54,1,1,1,1
102.0,29,276.92,0,1,1,0
82.0,33,105.94,1,1,0,1
93.0,39,446.6,0,0,1,0
93.0,33,219.45,1,1,0,1
64.0,27,128.58,1,0,0,0
81.0,31,151.74,1,0,0,1
10.0,38,182.92,0,0,0,0
48.0,31,173.72,1,1,0,1
87.0,33,184.71,0,0,0,0
8.0,37,135.96,1,1,0,1
85.0,30,104.61,1,0,0,0
5.0,38,246.09,1,0,0,1
6.0,33,106.41,0,0,0,0
49.0,25,401.65,1,1,0,1
50.0,29,122.05,1,1,0,0
14.0,33,341.46,0,1,0,1
50.0,37,415.09,1,0,0,0
13.0,29,470.9,0,0,0,1
93.0,33,182.14,0,0,0,0
16.0,34,165.72,1,1,0,1
9.0,30,142.6,1,0,0,0
14.0,28,176.4,1,0,0,1
16.0,32,204.33,1,1,0,0
57.0,26,100.04,0,1,0,1
11.0,35,162.89,0,0,0,0
17.0,30,227.11,0,0,0,1
95.0,25,249.63,0,0,0,0
87.0,29,333.15,0,1,1,1
10.0,32,479.45,1,1,0,0
10.0,30,322.61,0,0,0,1
8.0,25,175.53,0,0,0,0
5.0,35,287.44,1,1,0,1
6.0,37,250.65,0,0,0,0
83.0,24,247.72,0,1,0,1
13.0,26,229.91,0,1,0,0
116.0,25,183.33,1,0,0,1
85.0,29,301.72,0,1,1,0
10.0,23,121.25,0,0,0,1
7.0,31,205.77,0,0,0,0
50.0,31,262.72,0,1,0,1
49.0,26,195.2,0,1,0,0
13.0,27,205.76,0,1,0,1
12.0,30,409.44,0,0,0,0
88.0,35,235.31,0,0,0,1
46.0,27,177.98,0,1,0,0
65.0,23,123.92,0,1,0,1
88.0,25,156.23,1,0,0,0
75.0,28,237.15,1,1,0,1
90.0,25,116.65,0,1,1,0
10.0,36,398.93,0,0,0,1
54.0,33,182.95,0,0,0,0
14.0,24,321.01,0,0,0,1
5.0,39,156.93,0,1,0,0
8.0,25,253.81,0,1,0,1
46.0,30,106.95,0,0,0,0
9.0,29,128.62,1,0,0,1
11.0,28,272.6,0,1,0,0
11.0,34,125.64,0,0,0,1
104.0,26,387.43,1,0,1,0
58.0,23,138.61,0,0,0,1
95.0,27,473.41,0,0,0,0
87.0,28,261.11,1,1,1,1
59.0,26,151.95,0,0,0,0
4.0,41,149.78,0,1,0,1
84.0,33,245.6,0,1,1,0
83.0,26,174.48,0,1,0,1
90.0,34,261.38,0,1,0,0
89.0,28,191.91,1,0,0,1
88.0,24,226.36,0,0,0,0
9.0,32,658.6,0,1,0,1
89.0,30,284.37,0,1,0,0
55.0,28,124.78,0,0,0,1
100.0,30,352.49,1,0,0,0
92.0,26,236.2,0,1,0,1
39.0,37,489.84,1,1,0,0
107.0,29,458.41,0,1,0,1
103.0,36,321.0,1,0,1,0
11.0,30,114.04,0,1,0,1
9.0,31,182.93,0,1,0,0
88.0,30,184.18,0,1,0,1
84.0,27,313.08,0,0,0,0
93.0,34,627.44,1,0,1,1
87.0,28,195.67,1,0,0,0
73.0,27,125.86,1,0,0,1
92.0,30,403.67,0,0,1,0
45.0,32,380.58,1,1,0,1
88.0,31,299.16,0,0,0,0
56.0,25,153.45,1,1,0,1
104.0,30,102.64,0,0,1,0
54.0,29,146.22,0,1,0,1
10.0,32,118.6,1,1,0,0
95.0,30,191.03,1,1,0,1
46.0,29,366.27,0,1,0,0
112.0,31,365.99,0,0,0,1
42.0,30,260.29,1,1,0,0
89.0,27,153.8,0,0,0,1
93.0,33,207.56,0,0,0,0
11.0,26,144.13,0,0,0,1
47.0,39,161.23,0,1,0,0
47.0,27,315.08,1,1,0,1
12.0,29,130.08,0,1,0,0
10.0,31,145.05,1,1,0,1
78.0,27,207.0,1,0,0,0
50.0,33,221.3,1,1,0,1
9.0,30,372.05,0,0,0,0
104.0,31,184.36,1,1,0,1
82.0,23,238.9,1,0,0,0
9.0,37,311.69,1,1,0,1
99.0,25,224.72,0,1,0,0
89.0,27,245.16,0,0,0,1
11.0,29,233.38,1,0,0,0
10.0,29,161.52,0,0,0,1
47.0,32,303.48,0,0,0,0
68.0,31,310.9,0,0,0,1
108.0,30,120.22,1,1,0,0
49.0,30,335.43,0,1,0,1
14.0,34,381.28,1,0,0,0
12.0,25,262.23,0,1,0,1
88.0,35,159.87,0,0,0,0
93.0,34,107.45,0,0,0,1
78.0,33,395.11,1,0,0,0
10.0,27,415.13,1,0,0,1
52.0,38,174.71,0,0,0,0
3.0,32,134.93,0,1,0,1
100.0,32,297.45,1,1,1,0
12.0,38,144.74,1,0,0,1
95.0,33,411.54,1,0,0,0
84.0,25,122.24,0,1,0,1
88.0,27,422.29,0,0,0,0
9.0,26,270.79,1,0,0,1
11.0,24,453.86,0,0,0,0
6.0,31,169.2,0,1,0,1
37.0,29,169.25,1,0,0,0
104.0,36,214.56,0,1,1,1
43.0,27,324.0,0,1,0,0
93.0,27,226.56,0,0,0,1
52.0,33,605.64,1,1,0,0
43.0,28,163.9,0,1,0,1
98.0,40,241.7,1,1,0,0
10.0,23,247.32,0,1,0,1
49.0,26,100.62,0,0,0,0
